date,time,white,black,white_elo,black_elo,result,time_control,eco,opening,termination,moves_san
2025.11.08,13:51:42,virsta,RhysLWells,814,849,0-1,300,C55,,RhysLWells won by checkmate,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 a6 a3 b5 Ba2 Bb7 Ng5 d5 exd5 Nxd5 O-O f6 Ne6 Qe7 Qg4 Nd8 Re1 Nxe6 Bxd5 Bxd5 c4 bxc4 dxc4 Bc6 Nc3 g6 Nd5 Bxd5 cxd5 Nd4 Qxd4 exd4 Rxe7+ Bxe7 Bf4 Bd6 Bxd6 cxd6 Re1+ Kf7 h3 Rac8 b4 Rc3 a4 d3 Rd1 a5 b5 Rb8 f3 f5 Kf2 Kf6 Ke3 Re8+ Kd4 Ra3 Kc4 Rxa4+ Kxd3 Rb4 Rc1 Rb8 Rc6 Ke5 Rc7 R8xb5 Re7+ Kxd5 Rxh7 Rb3+ Kc2 a4 Rh6 Rc5+ Kd2 Rb2+ Ke3 Rc3+ Kf4 Rb4+ Kg3 a3 Rxg6 a2 Rg8 a1=Q Rf8 f4+ Rxf4 Rxf4 Kxf4 Qc1+ Kg4 Qh1 Kg3 Ke6 h4 d5 Kg4 d4 h5 d3 Kg5 d2 h6 d1=Q Kg6 Qd3+ Kg7 Qd7+ Kg6 Qxg2+ Kh5 Rc5+ Kh4 Qd4+ f4 Qxf4#
2025.11.08,13:48:56,RhysLWells,Falzz31,841,875,0-1,300,C55,,Falzz31 won by resignation,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 h3 Bc5 Nc3 d6 Qe2 O-O Be3 Bxe3 Qxe3 a6 a3 b5 Ba2 Be6 Bxe6 fxe6 a4 Nd4 Nxd4 exd4 Qxd4 e5 Qe3 Nh5 g4 Nf4 Ne2 Ng2+
2025.11.08,11:15:06,RhysLWells,JinoBa95,849,841,0-1,300,D00,,JinoBa95 won - game abandoned,d4 d5
2025.11.07,20:57:08,rotten_mango,RhysLWells,824,858,0-1,300,C45,,RhysLWells won by resignation,e4 e5 Nf3 Nc6 d4 f6 dxe5 fxe5 Bd3 d6 O-O Nf6 c3 g6 Bg5 Bg7 Nbd2 Be6 Bc2 Qe7 b3 O-O-O Rc1 h6 Be3 g5 c4 Ng4 h3 Nxe3 fxe3 g4 hxg4 Bxg4 Qe1 Nb4 a3 Nxc2 Rxc2 h5 b4 h4 Qb1 Rdf8 b5 Bxf3 Nxf3 Bh6 b6 cxb6 a4 Bxe3+ Kh1 h3 g3 Rf7 Re2 Bc5 Ref2 Bxf2
2025.11.07,14:28:02,RhysLWells,RosenzweigMexico,850,883,0-1,300,C00,,RosenzweigMexico won by checkmate,d4 e6 Nf3 b6 e4 Bb7 e5 h6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Ne7 Be2 Nf5 g4 Nh4 Rg1 Ba6 Qd2 Bxe2 Qxe2 d6 exd6 Qxd6 O-O-O Qd5 Nxh4 Qxa2 Nf5 O-O Ne7+ Kh8 d5 exd5 Nxd5 Nc6 Nb4 Qa4 Nxc6 Rae8 Qd2 Qa1#
2025.11.07,14:26:52,RhysLWells,Hhhabc,858,860,0-1,300,D02,,Hhhabc won by resignation,d4 d5 Nf3 e6 Bf4 Bd6 Bg3 Bxg3 hxg3 Nf6 Nbd2 h6 g4 Nxg4 Nh2 Nxh2 Rxh2 O-O g4 Qd6 e4 Qxh2 Bg2 Qxg2
2025.11.07,12:57:51,t_zyn,RhysLWells,870,866,0-1,300,A40,,RhysLWells won by resignation,d4 e6 Bf4 Nc6 e3 d5 Nf3 Nf6 Bd3 Bd6 c3 Ne4 Bxe4 dxe4 Ne5 Nxe5 Bxe5 Bxe5 dxe5 Qxd1+ Kxd1 O-O Ke2 f5 exf6 Rxf6 Nd2 Bd7 Nxe4 Rh6 Rad1 Bc6 Ng5 Bxg2 Rhg1 Bd5 f3 Bxa2 e4 e5 Rd7 Rxh2+ Ke3 Rxb2 Rxc7 Rb3 Ne6 g6 Ng5 h6 Nh3 g5 Nf2 b5 Ng4 b4 Nxe5 bxc3 Nd3 c2 Rxc2 Rd8 Rd1 Rbxd3+ Rxd3 Rxd3+ Kxd3 Bb1 Kc3 Bxc2 Kxc2 h5 Kd3 h4 Ke3 h3 Kf2 a5 Kg3 a4 e5 a3 Kxh3 a2 Kg4
2025.11.07,09:28:26,spotcheetah,RhysLWells,897,858,1-0,300,C46,,spotcheetah won on time,e4 e5 Nc3 Nc6 Nf3 Bc5 Bb5 f6 d3 a6 Bxc6 bxc6 O-O d5 exd5 cxd5 d4 e4 Re1 Bb6 Bf4 Ne7 Nh4 Ng6 Nxg6 hxg6 Na4 Ba5 c3 c6 b4 Bc7 Bxc7 Qxc7 c4 Qxh2+ Kf1 Qh1+ Ke2 Bg4+ f3 exf3+ Kd3+ Qxe1 Qxe1+ Kf7 gxf3 Rh3 cxd5 cxd5 Kc3 Rxf3+ Kc2 Rc8+ Nc5 Bf5+ Kb2 g5 Qh1 Rf2+ Kb3 g4 Qxd5+ Kg6 Qb7 Rf3+ Kc4 Re8 Qc7 Be6+ d5 Rf4+ Kb3 Rf3+ Ka4 Rc8 Qxg7+
2025.11.06,20:20:23,RhysLWells,DalarnaDan,865,839,1-0,300,D02,,RhysLWells won by resignation,d4 d5 Nf3 e6 c3 c5 Bf4 Nf6 e3 c4 Nbd2 Bd6 Ne5 Ne4 Nxe4 dxe4 Nxc4 Bxf4 exf4 f5 Ne5 Nc6 Bb5 Bd7 Nxd7 Qxd7 Qh5+ g6 Qh6 O-O-O O-O a6 Be2 Ne7 f3 e3 Rfe1 Nd5 c4 Nb4 Red1 Kb8 a3 Nc2 Rac1 Nxd4 Bd3 Qc6 Re1 Nb3 Rcd1 Qb6 Bc2 e2+ Kh1 exd1=Q Bxd1 Nc5 Qg7 Qxb2 Qxb2 Nd3 Qe2 Nxe1 Qxe1 Rd6 Ba4 Rhd8 h3 Rd1 Bxd1
2025.11.06,20:13:32,DalarnaDan,RhysLWells,847,857,0-1,300,B00,,RhysLWells won by resignation,e4 e6 d4 d5 e5 Nc6 Nf3 h6 Nc3 Nge7 Be2 a6 Kf1 Nf5 Bd3 Nh4 Nxh4 Qxh4 g3 Qxd4 Be3 Qb4 Rb1 Nxe5 Kg2 d4 Bd2 dxc3 Bxc3 Qc5 b4 Qd5+ Kg1 Nf3+ Kf1 b5 Qe2 Bb7 Be4 Qxe4 Qxe4 Bxe4 Ke2 Ng5 h4 Bxh1 Rxh1 Ne4 Be5 Bd6 Bxd6 Nxd6 Rd1 Rd8 Rd3 O-O a3 Nc4 f4 Rxd3 cxd3 Nxa3
2025.11.06,20:08:59,lllArthurlll,RhysLWells,822,849,0-1,300,B00,,RhysLWells won by resignation,e4 e6 d4 d5 e5 Nc6 Nf3 f6 Be2 a5 O-O Na7 c3 b5 Nbd2 b4 h3 Nh6 Nb3 c6 Bxh6 gxh6 Nh4 f5 Bh5+ Kd7 a3 Qxh4 Bf3 bxc3 bxc3 Nb5 Qd3 Ba6 Qd2 Nxa3 Nxa5 Bxf1 Rxa3 Bxa3 Qa2 Rxa5
2025.11.06,19:52:35,RhysLWells,newchessanalysis,841,840,0-1,300,D02,,newchessanalysis won - game abandoned,d4 d5 Nf3 Nc6 e3 Nf6 c3 Bg4 h3 Bxf3 Qxf3 e5 Be2 e4 Qf4 Bd6 Qg5 h6 Qxg7 Rf8 f4 exf3 Bxf3 Rg8 Qxh6 Bg3+ Ke2 Ne4 Nd2 Nf2 Rf1 Qe7 Rxf2 Bxf2 Kxf2 O-O-O c4 dxc4 Nxc4 Rge8 Bxc6 bxc6 Qxc6 Rxd4
2025.11.06,19:15:50,RhysLWells,Jd7840,849,878,0-1,300,A40,,Jd7840 won by checkmate,d4 e5 dxe5 Nc6 Bf4 d5 exd6 Bxd6 Bxd6 Qxd6 Qxd6 cxd6 Nc3 Nb4 O-O-O Be6 b3 Nf6 Nf3 a5 e3 a4 Bb5+ Ke7 Nxa4 Nxa2+ Kb2 Nb4 Nc3 Bg4 Ra1 Rac8 Ra7 Rc7 h3 Bxf3 gxf3 Rhc8 e4 Rxc3 Rxb7+ Kf8 Bc4 Rxc2+ Ka3 Nc6 Bxf7 Ra8+ Ra7 Rxa7#
2025.11.06,18:23:55,Rifff07,RhysLWells,862,857,1-0,300,C20,,Rifff07 won on time,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 f6 Nc3 Nd4 Qd1 a6 Nf3 b5 Bd3 Ne6 Be2 Bb7 d3 Bc5 a3 d5 exd5 Nd4 Nxd4 Bxd4 Bd2 Bxc3 Bxc3 Bxd5 O-O Ne7 Bf3 O-O Bxd5+ Nxd5 Qf3 Nxc3 bxc3 Qd7 d4 Rae8 Rad1 e4 Qg3 Re7 d5 Rfe8 d6 cxd6 Rxd6 Qa7 Rxf6 e3 h3 e2 Re1 Rf7 Rxg6+ hxg6 Qxg6+ Rg7 Qd3 Qb7 g3 Qc8 h4 Qh3 Qd5+ Kh8 Qh5+ Kg8 Qd5+ Qe6 Qd3 Qf7 c4 bxc4 Qd2 c3 Qxc3 Rf8 Rxe2 Rxg3+ Qxg3+ Kh8 Qc3+ Kg8 Kf1 Qd7 Ke1 Qh3 Qxh3
2025.11.05,16:36:25,RhysLWells,KidVuk,865,887,0-1,300,D02,,KidVuk won on time,d4 d5 Nf3 Bf5 Bf4 e6 h3 Nf6 e3 Bd6 g4 Be4 Bg5 h6 Bxf6 Qxf6 Be2 Nc6 Rg1 Nb4 Na3 Nc6 Nd2 Bg6 f4 Bxf4 exf4 Qxf4 Rf1 Qg3+ Rf2 Nxd4 Nf3 Nxe2 Qxe2 Qxh3 Ne5 Qh1+ Rf1 Qh4+ Rf2 Qg5 Nxg6 Qxg6 O-O-O O-O Rg1 c5 g5 hxg5 Rh2 f5 Qh5 Qxh5 Rxh5 a6 Rgxg5 b5 b3 b4 Nb1 a5 c3 bxc3 Nxc3 Rf6 Rg1 d4 Nb5 Raf8 Nd6 f4 Rxc5 f3 Ne4 Rf4 Nf2 Rh4 Rg4 Rh2 Rc2 e5 Rg5 e4 Nxe4 Rxc2+ Kxc2 f2 Nxf2 Rxf2+ Kd3 Rh2
2025.11.05,16:31:22,noma0,RhysLWells,895,873,1-0,300,A40,,noma0 won by checkmate,d4 e5 dxe5 Nc6 Nf3 d6 exd6 Bxd6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Qxd1+ Rxd1 Be6 e4 Bxa2 b3 Rd8 Be2 Rxd1+ Bxd1 Nge7 O-O O-O Be2 Ng6 Ra1 Bxb3 cxb3 Nf4 Kf1 a6 Ne5 Nxe5 Bxe5 c6 Bxf4 Re8 f3 h6 Rd1 g5 Be3 Kg7 Rd7 b5 Rc7 Re6 Ra7 a5 Rxa5 Kg6 h3 f5 Kf2 fxe4 fxe4 Rxe4 Bd3 Kf5 Bxe4+ Kxe4 Bc5 h5 Ra6 Kd5 Be7 g4 hxg4 hxg4 Kg3 Ke6 Bh4 Kf5 Rxc6 b4 Rb6 Ke4 Rxb4+ Kd3 Rxg4 Kc3 b4 Kd3 b5 Ke2 b6 Kf1 b7 Kg1 b8=Q Kh1 Qb1#
2025.11.05,16:21:01,RhysLWells,yasssssslll,881,895,0-1,300,D04,,yasssssslll won on time,d4 d5 Nf3 Nf6 e3 Bf5 c4 e6 h3 Ne4 Bd3 Bb4+ Bd2 Bxd2+ Nfxd2 Qh4 g3 Nxg3 fxg3 Qxg3+ Kf1 Bxh3+ Rxh3 Qxh3+ Ke1 Qh1+ Bf1 Qh4+ Ke2 Qh2+ Ke1 Qg3+ Ke2 dxc4 Qa4+ Nc6 Qxc4 Qh2+ Ke1 h5 Nc3 Rd8 d5 Qg3+ Kd1 Qg4+ Be2 Qxc4 Bxc4 exd5 Nxd5 Rd7 e4 Ne5 Bb3 h4 Kc2 h3 Nf4 Ng6 Nxg6 fxg6 Nf3 g5 Nxg5 Rd4 Bf7+ Kd7 Bg6 h2 Rh1 Rc4+ Kd1 b5 e5 Rd4+ Ke2 c5 e6+ Ke7 Bf5 Rd5 Rf1 Re5+ Kd2 h1=Q Rxh1 Rxh1 Kd3 Rh2 Nf3 c4+ Kd4 Rxb2
2025.11.05,13:21:52,arisfal94,RhysLWells,876,889,0-1,300,C46,,RhysLWells won by checkmate,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 a6 Bxc6 bxc6 d4 exd4 Nxd4 Qf6 Be3 d5 O-O Ne7 Nb3 Bxe3 fxe3 Qg6 exd5 Bh3 Qf3 Bf5 Nd4 c5 Nxf5 Nxf5 Qe4+ Ne7 Qf3 O-O e4 f5 Rae1 fxe4 Qxe4 Rxf1+ Kxf1 Rf8+ Kg1 Qf7 Qxe7 Qf2+ Kh1 Qf1+ Rxf1 Rxf1#
2025.11.05,09:08:05,RhysLWells,babishag,881,853,1-0,300,A40,,RhysLWells won on time,d4 e5 Nf3 Nc6 d5 e4 Ng1 Nb8 Bf4 d6 f3 exf3 Nxf3 Bg4 e4 Qf6 Bg5 Qxb2 Nbd2 Qc3 h3 Bxf3 gxf3 f6 Bh4 Qe3+ Be2 Qh6 Bf2 Nd7 Nc4 O-O-O Rb1 b6 Be3 Qh4+ Bf2 Qf4 c3 Ne5 Ne3 Ne7 Ng2 Qg5 Rg1 f5 Ne3 Qf6 Ba6+ Kb8 exf5 Nxf5 Nxf5 Qxf5 Be2 g6 c4 Bg7 Bd4 Nxf3+ Bxf3 Bxd4 Qxd4 Qxb1+ Kf2 Qxa2+ Kg3 Qb3 Rg2 Rhf8 Rf2 Qb1 Kg2 Qf5 Bg4 Qg5 Rxf8 Rxf8 Kg3 Qh6 h4 g5 hxg5
2025.11.04,21:11:12,RhysLWells,ch3ckma83,873,892,0-1,300,A40,,ch3ckma83 won on time,d4 e5 dxe5 f6 Nf3 fxe5 Nxe5 Qf6 Nd3 Nc6 Nd2 Nd4 c3 Nc6 Ne4 Qg6 f3 d5 Nf4 Qf5 g4 Qf7 Ng3 Bd6 e3 Nf6 Bd3 O-O Ngh5 Nxh5 Nxh5 Qxf3 Qxf3 Rxf3 Bd2 Bxg4 Ng3 Rff8 Ne2 Bf3 Rf1 Bxh2 O-O-O Ne5 Bb5 c6 Ba4 b5 Bc2 a5 Nd4 c5 Nxf3 Nxf3 Be1 Ne5 Rxf8+ Rxf8 e4 d4 cxd4 cxd4 Rxd4 Nf3 Bb3+ Kh8 Rd1 Bf4+ Kc2 Rc8+ Bc3 h6 Be6 Rc6 Rd8+ Kh7 e5 Bxe5 Bf5+ g6 Bxg6+ Kxg6 Rd7 Bxc3 Rd6+ Bf6+ Kd3 Rxd6+
2025.11.03,17:39:06,Ahillezzz75,RhysLWells,855,881,0-1,300,C23,,RhysLWells won by checkmate,e4 e5 Bc4 Nc6 c3 a6 d3 b5 Bd5 Qf6 Nf3 Bb7 Be3 Nge7 Nbd2 Nxd5 exd5 Ne7 O-O Bxd5 Re1 Bxf3 Nxf3 d5 Bc5 Nc6 d4 e4 a4 Bxc5 dxc5 O-O axb5 axb5 Rxa8 Rxa8 Qxd5 h6 Nd4 Nxd4 cxd4 Re8 Rxe4 Rxe4 Qxe4 b4 b3 c6 h3 g6 Qe1 Qxd4 Qe8+ Kg7 Qxc6 Qd1+ Kh2 Qxb3 Qc7 Qc3 c6 b3 Qb7 b2 c7 Qxc7+ Qxc7 b1=Q Qe5+ Kh7 Qf6 Qb8+ g3 Qa7 h4 h5 Kh3 Qd7+ Kg2 Qd5+ Kh3 Qh1#
2025.11.02,20:06:53,Zeekar,RhysLWells,843,873,0-1,300,B00,,RhysLWells won by resignation,e4 e6 d4 d5 e5 Nc6 Nf3 f6 Bb5 Bd7 Bf4 f5 Ng5 a6 Bxc6 Bxc6 Nxe6 Qe7 Nc5 b6 Nb3 h6 O-O g5 Qh5+ Kd7 Bxg5 Qxg5 Qf7+ Ne7 e6+ Kc8 Nc3 Rg8 g3 Bg7 h4 Qg4 Qxe7 f4 Qf7 fxg3 Qxg8+ Kb7 f3 Bxd4+ Kg2 Qxg8 Rae1 Bxc3 bxc3 Re8 Nd4 Bb5 Nxb5 axb5 f4 Rxe6 f5 Rxe1 Rxe1 d4 cxd4 Qd5+ Kxg3 Qxf5 c3 Qd3+ Kf2 Qxc3 d5 Qd4+ Kg3 Qxd5 a3 Qd6+ Kg4 Qxa3 Kh5 Qb4 Rg1 Qc5+
2025.11.02,19:56:08,Deeslayor9,RhysLWells,827,865,0-1,300,B00,,RhysLWells won on time,e4 e6 d4 d5 e5 Nc6 Nf3 f6 Bf4 f5 c3 Bd7 Bd3 Nge7 Bg5 h6 Bxe7 Qxe7 O-O O-O-O Qe2 Na5 b4 Nc4 Bxc4 dxc4 Qxc4 a6 a4 Kb8 b5 a5 Qd3 b6 c4 g5 Nc3 g4 Nd2 h5 f3 g3 hxg3 Rg8 Kf2 Qg5 g4 hxg4 fxg4 Qxg4 Ke1 Qh4+ Rf2 Bh6 Nf1 Be8 Ne2 Bg6 Qf3 f4 g3 fxg3 Qxg3 Qh5 Nf4 Bxf4 Rxf4 Rdf8 Rxf8+ Rxf8 Qg2 Qh4+ Ng3 Qxd4 Rd1 Qc3+ Ke2 Rg8 Ne4 Bh5+ Kf2 Rxg2+ Kxg2 Qf3+ Kg1 Qxd1+
2025.11.02,14:59:40,RhysLWells,Elea_srl,858,828,1-0,300,A41,,RhysLWells won by checkmate,d4 d6 Nf3 Nd7 Bf4 Nb6 b3 Bf5 Nbd2 f6 h3 e5 dxe5 fxe5 Bg3 Nf6 e3 Nbd5 Nh4 Be6 f4 Nc3 Qf3 Bd5 e4 Ncxe4 Nxe4 Bxe4 Qe2 Be7 fxe5 dxe5 Rd1 Bd6 Bxe5 O-O Bxd6 cxd6 Qc4+ Bd5 Rxd5 Nxd5 Qxd5+ Kh8 Nf3 Re8+ Kf2 Qb6+ Nd4 Rac8 c4 Rf8+ Kg3 Qa5 Qxa5 Rce8 Qxa7 Re3+ Kh2 h5 Nf3 Re7 Bd3 g5 Nxg5 Rf2 Qxf2 h4 Qf8#
2025.11.02,14:05:02,Priyanshu_kr_05,RhysLWells,843,850,0-1,300,C50,,RhysLWells won on time,e4 e5 Nf3 Nc6 Bc4 f6 O-O Bc5 c3 a6 d4 Na5 Bxg8 Rxg8 dxc5 Qe7 Be3 b6 cxb6 c6 b4 Nc4 Bc5 d6 Be3 Bb7 Qb3 Nxe3 Qxg8+ Qf8 Qxf8+ Kxf8 fxe3 a5 Nbd2 axb4 cxb4 Rb8 Nc4 d5 exd5 cxd5 Nd6 Ba6 b5 Rxb6 bxa6 Rxa6 Nb5 e4 Nfd4 Kf7 a3 Kg6 Rac1 Rb6 Rc7 h5 Rfc1 Rb8 Rc8 Rb7 R1c7 Rb6 a4 Ra6 Ra7 Rb6 a5 Rb8 Rcc7 Kg5 a6 h4 Rab7 Rh8 a7 g6 Rb8 Rxb8 axb8=Q f5 Qg8 Kh5 Rc6 g5 Qh7+ Kg4 h3+ Kg3 Qxf5 g4
2025.11.02,13:57:41,RhysLWells,ma87th,842,840,1-0,300,C02,,RhysLWells won by resignation,e4 e6 Nf3 d5 e5 c5 d4 Nc6 c3 Qb6 dxc5 Bxc5 Nd4 Nxd4 cxd4 Bxd4 Bd3 Bxb2 Bxb2 Qxb2 Nd2 Qc3 Qe2 Qxa1+ Nb1 Bd7 O-O Ne7 Bb5 Nc6 Na3 Qd4 Rd1 Qb6 Rb1 Qa5 Bxc6 Bxc6 Nc2 Qxa2 Rb4 O-O Nd4 Rac8 Qxa2 h6 h3 b6 Qxa7 Ra8 Qxb6 Ra1+ Kh2 Be8 Rb1 Ra2 f3 f6 exf6 gxf6 Qxe6+ Bf7 Qg4+ Kh7 Nf5 Rg8 Qd4 Raxg2+ Kh1 R8g5 Nh4 R2g3 Qxf6 Rh5 Qxf7+ Rg7 Qxh5
