date,time,white,black,white_elo,black_elo,result,time_control,eco,opening,termination,moves_san
2025.09.30,15:54:25,RhysLWells,Vemururajesh,896,918,0-1,300,B01,,Vemururajesh won on time,e4 d5 exd5 Qxd5 Nc3 Qe5+ Nge2 Bg4 g3 Bxe2 Nxe2 c6 Bg2 e6 d3 a6 Bf4 Qa5+ c3 Nd7 b4 Qb6 Be3 Qc7 Bf4 Qc8 Nd4 h6 Qe2 Ndf6 O-O Nd5 Bd2 Ngf6 Bxd5 cxd5 Rfe1 Be7 Nf5 Qc7 Nxe7 Qxe7 c4 O-O Bc3 Rfc8 Rac1 dxc4 dxc4 Rc6 Red1 Rac8 c5 R8c7 a4 Rd7 Rxd7 Qxd7 Rd1 Qe7 Rd3 Nd5 Be1 Qg5 Kh1 Qf5 Rf3 Qg6 Bd2 Qc2 b5 axb5 axb5 Rxc5 b6 Qb1+ Kg2 Rb5 Be3 Qb2 Qxb2 Rxb2 Bd4 Nxb6 Bxb6 Rxb6 h4 Rb2 Rc3 Re2 Kf3 Re3+ Kxe3 Kh7 Ke4 f6 Kf3 e5 Rc7 Kg6
2025.09.30,14:32:34,8stickyrice,RhysLWells,922,904,1-0,300,C00,,8stickyrice won by checkmate,e4 e6 Nf3 Nc6 e5 Bc5 d4 Bb6 c4 d5 c5 Ba5+ Bd2 Bxd2+ Qxd2 b6 b4 Nge7 Ng5 Nf5 Bb5 Bb7 Bxc6+ Bxc6 O-O h6 Nf3 Bb5 Re1 O-O Qf4 bxc5 bxc5 Rb8 Nbd2 Bd3 Nb3 g6 g4 Nh4 Qxh6 Nxf3+ Kg2 Nxe1+ Rxe1 Be4+ f3 Bc2 h4 Bxb3 axb3 Rxb3 h5 Rb2+ Kg3 Rh2 Kxh2 Qh4+ Kg2 Qxe1 hxg6 Qe2+ Kg3 Qe1+ Kg2 Qe2+ Kg3 Qf1 Qh7#
2025.09.30,08:43:09,RhysLWells,Heizennbergg,912,908,0-1,300,B01,,Heizennbergg won on time,e4 d5 exd5 Nf6 c4 Nxd5 cxd5 Qxd5 Nc3 Qe5+ Be2 Bg4 f3 Bh5 Qc2 Bg6 d3 Nc6 g3 Nd4 Qa4+ c6 Bf4 Qc5 Rc1 Nxe2 Ngxe2 Bxd3 Ne4 Qb5 Nc5 Bxe2 Qxb5 Bxb5 Nxb7 e6 Bd6 Bxd6 Nxd6+ Ke7 Nxb5 cxb5 O-O Rhd8 Rc7+ Kf8 Rfc1 a6 R1c6 a5 Kg2 Rd2+ Kh3 Rxb2 Kg4 Rxa2 Kf4 Ra4+ Ke5 Ra3 f4 Re3+ Kd4 Re2 h4 Re1 Kc3 b4+ Kb3 Rb1+ Ka4 Ra1+ Kb3 Rb8 Rc1 Ra3+ Kb2 a4 Rc8+ Rxc8 Rxc8+ Ke7 Rc4 Rb3+ Ka2 Rxg3 Rxb4 a3 Rb7+ Kf6 h5 h6 f5 Rf3 Ra7 Kxf5 Rxf7+ Ke4 Rxg7 Rf5 Re7 Ke5 Kxa3 Rxh5 Ra7 Kf6 Kb4 e5 Ra6+ Kf5 Ra5 Rh4+ Kc3 Kf4 Ra4+ e4 Kd2 Rh3 Ke2 h5
2025.09.30,08:33:22,Criistiaaan,RhysLWells,915,921,1-0,300,D02,,Criistiaaan won by checkmate,d4 e6 Nf3 d5 e3 Nc6 c4 a6 a3 b6 Nc3 Nf6 Bd3 g6 O-O Bg7 Re1 O-O e4 dxe4 Nxe4 Nxe4 Bxe4 Nxd4 Nxd4 Rb8 Nc6 Qxd1 Rxd1 Bb7 Nxb8 Bxe4 f3 Bb7 Nd7 Re8 Bf4 c5 Nxb6 Bxb2 Ra2 Bd4+ Kh1 e5 Bg5 Kg7 h3 f6 Bh4 g5 Bg3 Bc6 Re2 a5 h4 h6 hxg5 hxg5 Bf2 Bxf2 Rxf2 a4 Rd6 Bb7 Rd7+ Kg6 Rxb7 Rh8+ Kg1 Kf5 g4+ Kf4 Nd5+ Kg3 Nxf6 Rh1+ Kxh1 Kxf2 Rb5 Kxf3 Rxc5 e4 Re5 e3 Rxe3+ Kxe3 c5 Kd4 c6 Kc4 c7 Kb3 c8=Q Kxa3 Qc3+ Ka2 Qd2+ Kb3 Qxg5 a3 Qc1 a2 Qa1 Ka3 g5 Kb3 g6 Ka3 g7 Kb3 g8=Q+ Ka3 Qg3+ Kb4 Qd4+ Kb5 Qge5+ Kc6 Qdd6+ Kb7 Qee7+ Ka8 Qdd8#
2025.09.30,08:30:45,RhysLWells,ClouD2103,930,912,1-0,300,C00,,RhysLWells won by resignation,e4 e6 Nf3 Bc5 d4 Bb6 c3 d5 Nbd2 Nc6 Bd3 Na5 b3 c5 Ba3 cxd4 cxd4 Nc6 Bb2 Nb4 Bb5+ Bd7 Bxd7+ Qxd7 Ne5 Qb5 a3 Nd3+ Kf1 Nxb2+ Qe2 Nd1 Qxb5+
2025.09.29,20:32:41,RhysLWells,GrindelwaldTR,922,943,0-1,300,B22,,GrindelwaldTR won by resignation,e4 c5 Nf3 Nc6 Bc4 e5 c3 Nf6 d3 d6 Bb5 Be6 Nbd2 a6 Bxc6+ bxc6 Nb3 Rb8 Qe2 d5 c4 Bd6 exd5 cxd5 Bg5 dxc4 dxc4 Rb4 Nfd2 Bg4 f3 Bf5 O-O O-O a3 Rb7 Ne4 Rxb3 Rfd1 Rb6 Nxf6+ gxf6 Be3 Qe7 Qf2 Kh8 Qg3 Rg8 Qf2 Bh3 g3 e4 f4 Qc7 Rd2 a5 Rad1 Be7 f5 Bd6 Rxd6 Rxd6 Bxc5 Rxd1+
2025.09.29,20:24:19,rhaycatz,RhysLWells,949,930,1-0,300,C01,,rhaycatz won by checkmate,e4 e6 d4 d5 exd5 Qxd5 Nf3 Nc6 g3 f6 Bg2 Qd8 O-O b6 c3 Bb7 Nbd2 Bd6 Ne4 Nge7 Re1 f5 Nxd6+ Qxd6 Bf4 Qd7 Ne5 Nxe5 Bxb7 Rd8 Bxe5 c6 Bxg7 Rg8 Qh5+ Ng6 Qxh7 Rxg7 Rxe6+ Kf7 Rxg6 Kf8 Qxg7+ Qxg7 Rxg7 Kxg7 Bxc6 Rc8 d5 a5 Re1 Rd8 Re7+ Kf6 Rb7 Ke5 Rxb6 a4 f4+ Kd6 Ra6 Kc5 Rxa4 Rxd5 Bxd5 Kxd5 Ra5+ Kc4 Rxf5 Kd3 Rd5+ Kc2 b4 Kb2 b5 Kxc3 a4 Kc4 b6 Kxd5 b7 Ke4 b8=R Kf3 a5 Kg4 a6 Kf3 a7 Kg4 a8=R Kf3 h4 Kxg3 h5 Kxf4 h6 Kg5 h7 Kg4 h8=R Kf3 Rh3+ Ke2 Rb2+ Ke1 Re3+ Kd1 Kf1 Kc1 Ke1 Kxb2 Kd2 Kb1 Kc3 Kc1 Re1#
2025.09.29,20:20:21,12crc,RhysLWells,910,938,0-1,300,B00,,RhysLWells won by resignation,e4 e6 d4 Nc6 Nf3 d5 e5 b6 Bb5 Bb7 O-O a6 Bxc6+ Bxc6 c3 Ne7 Bg5 h6 Bxe7 Bxe7 Nbd2 Bb5 Re1 a5 a4 Bc4 Nxc4 dxc4 Re4 Qd7 Rg4 g5 h3 b5 axb5 Qxb5 Ra2 a4 Nd2 Rf8 Ne4 f5 Nf6+ Bxf6 exf6 fxg4 hxg4 Rxf6 Qf3 Rxf3
2025.09.29,17:37:29,aniss31,RhysLWells,957,930,1-0,300,C00,,aniss31 won on time,e4 e6 Nc3 Nf6 d4 d5 e5 Nfd7 Nf3 Nc6 Bg5 Be7 Be3 b6 Bb5 Bb7 Bxc6 Bxc6 O-O h6 Ne2 Bb5 c3 Bg5 Bxg5 hxg5 Re1 Qe7 Qd2 g4 Ng5 O-O-O Qf4 f5 exf6 Nxf6 Ng3 Nh5 Nxh5 Rxh5 Qxg4 Rxg5 Qxe6+ Qxe6 Rxe6 Bc4 a3 Rd6 Re8+ Kb7 Rae1 Bd3 R8e7 Be4 f3 Bc2 Kf2 Rdg6 g3 Rh5 h4 Rf5 f4 Be4 h5 Rh6 Rxg7 Rfxh5 Ke3 Rh1 Rxh1 Rxh1 g4 Rh3+ Kf2 Rh2+ Kg3 Rxb2 f5 Rg2+ Kf4 Kc6 f6 Rf2+ Ke5 Re2 Kf4 Rf2+ Kg5 Kd6 f7 Ke6 Rg6+
2025.09.29,17:28:27,RhysLWells,MrTMrs,938,903,1-0,300,C53,,RhysLWells won by resignation,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 d3 Bc5 Qe2 Ng4 O-O d6 Be3 Nxe3 fxe3 Bg4 h3 Bxf3 Qxf3 O-O Bxf7+ Kh8 Qf5 Bxe3+ Kh1 Ne7 Qf3 Bg5 Na3 Qd7 Qh5 g6 Bxg6 Nxg6 Qxg6 Rxf1+ Rxf1 Rg8 Qf7 Qxf7 Rxf7 Bc1 Nc4 b5 Na5 Bxb2 Rxc7 a6 Ra7 Bxc3 Nc6 Rf8 Rxa6 Bd2 g4 Rf2 Kg1 Be3 Kh1 Rf1+ Kh2 Bf4+ Kg2 Rd1 Nb4 Bd2 Nd5 Bb4
2025.09.28,20:27:59,apache4712,RhysLWells,916,930,0-1,300,D02,,RhysLWells won by checkmate,d4 e6 Nf3 d5 a3 Nc6 b3 a6 Bb2 Nf6 Nbd2 Bd6 e3 Bd7 Be2 Qe7 Ne5 h6 Nxd7 Nxd7 f4 f5 O-O O-O-O c4 g5 c5 Bxc5 dxc5 Qxc5 Bd4 Nxd4 exd4 Qxd4+ Kh1 gxf4 Nf3 Qf6 Qc2 Rhg8 Rac1 c6 b4 Qg6 Rg1 e5 a4 e4 Nd4 Ne5 b5 f3 bxc6 fxg2+ Rxg2 Qxg2#
2025.09.28,12:31:23,RhysLWells,abdulrhman_z,922,929,0-1,300,C50,,abdulrhman_z won - game abandoned,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d3 d6 h3 Be6 Bb3 O-O Bxe6 fxe6 Qe2 d5 Bg5 h6 Bxf6 Qxf6 O-O-O d4 Na4 Bb4 a3 Bxa3 bxa3 Nb4 c3 dxc3 Nxc3 Qe7 Kd2 c5 Nxe5 c4 Ng6 Qg5+ Nf4 Qxf4+ Qe3 Qe5 d4 Rad8 d5 exd5 exd5 Qf5 Rc1 Nxd5 Nxd5 Rxd5+ Kc3 Rd3+ Qxd3 cxd3 Rhd1 Rc8+ Kd2 Rxc1
2025.09.28,12:27:02,RhysLWells,PereZzz7,930,904,1-0,300,B28,,RhysLWells won by resignation,d3 c5 e4 a6 Nf3 e6 Be3 Nc6 c3 b5 Nbd2 Bb7 d4 cxd4 Bxd4 Nxd4 Nxd4 Bc5 Bd3 Ne7 N2f3 Ng6 g3 h5 e5 Nxe5 Nxe5 Bxh1 f3 h4 Qd2 hxg3 hxg3 d6 Nec6 Qb6 O-O-O Qxc6 Nxc6
2025.09.27,21:49:30,Gsk7baba,RhysLWells,887,922,0-1,300,C40,,RhysLWells won by resignation,e4 e5 Nf3 f6 Bc4 Nc6 d4 d6 d5 Na5 Bd3 Bd7 Bd2 b6 b4 Nb7 O-O a6 a3 Ne7 Nc3 Ng6 a4 a5 b5 Nc5 Be3 Nxd3 Qxd3 Be7 Qe2 f5 Bd2 f4 Qc4 O-O Ne2 Nh4 g3 Nxf3+ Kg2 Nxd2 Qd3 Nxf1 Rxf1 Bc8 gxf4 exf4 Qf3 Qd7 Kh1 Qh3 Qd3 Qxf1+ Ng1 Qxd3 cxd3 Bg5 Nf3 Bh6 h3 Bxh3 Kh2 Bg4 Nh4 f3 Kg3 Bh5 Nxf3 Bxf3
2025.09.27,19:17:01,mmmnaziri,RhysLWells,920,914,0-1,300,B00,,RhysLWells won by checkmate,e4 e6 e5 d5 d4 Nc6 Nf3 h6 Bb5 Bd7 Nc3 a6 Ba4 b5 Bb3 Na5 O-O Nxb3 cxb3 Bb4 a3 Be7 b4 f6 h3 c6 Re1 f5 Be3 g5 a4 Bxb4 Bd2 Bf8 b3 Ne7 a5 Ng6 b4 Bxb4 Qb3 Bf8 Kh1 Qe7 Ne2 Nh4 Ng3 Nxf3 gxf3 O-O-O Nh5 Bg7 Bb4 Qf7 Nxg7 Qxg7 Rg1 h5 Bc5 g4 fxg4 hxg4 h4 Rxh4+ Kg2 Rh3 Qc2 Be8 Rh1 Qh6 Rag1 Bg6 Kf1 Rxh1 Rxh1 Qxh1+ Ke2 Qf3+ Kf1 Qh3+ Ke2 Rg8 Be7 Kd7 Bf6 f4 Qc5 Qf3+ Kd2 Qxf2+ Kc3 Qe1+ Kb3 Qd1+ Kb4 Qa4+ Kc3 Qa1+ Kb4 Qb2#
2025.09.27,19:09:32,RhysLWells,demikonten,905,929,0-1,300,B00,,demikonten won by checkmate,e4 f5 Qh5+ g6 Qe2 Bg7 exf5 gxf5 d3 Nf6 Nf3 Nc6 Bg5 Kf7 Bxf6 Bxf6 Nbd2 e5 Nxe5+ Nxe5 Qh5+ Ng6 Qxf5 d5 Qf3 Re8+ Be2 Nh4 Qh5+ Ng6 Qxh7+ Bg7 Qh3 Bxh3 gxh3 Rxe2+ Kxe2 Qe7+ Kf1 Nf4 Re1 Qc5 c3 d4 Ne4 Qb5 c4 Qxb2 Ng5+ Kg8 Rg1 Nxd3 Re2 Qc1+ Kg2 Qxg5+ Kh1 Nxf2+ Rxf2 Qe3 Rfg2 Qe4 h4 Kh8 h5 Bh6 h3 Bf4 h6 Be5 h7 Kxh7 Rf1 Rg8 Rf7+ Kh6 Kg1 Qxg2#
2025.09.27,19:03:31,RhysLWells,moh_shaker87,913,885,1-0,300,C45,,RhysLWells won by resignation,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bf4 Nf6 f3 Be7 Nc3 O-O Bd3 c5 Qe3 a6 O-O-O b5 Nd5 Nxd5 exd5 c4 Be4 h6 g3 Qa5 a3 b4 Rd4 bxa3 Qxa3 Bf6 Qxa5 Bxd4 Bxd6 Rd8 Bb4 Bh3 Rd1 Be3+ Kb1 Rdb8 d6 Bb6 Qa3 a5 Bxa8 Rxa8 d7 axb4 Qxb4 Bg2 Qxb6 Bxf3 d8=Q+ Rxd8 Rxd8+
2025.09.27,18:58:46,mmmm111111111mmmmmmmmmmm,RhysLWells,899,905,1-0,300,C00,,mmmm111111111mmmmmmmmmmm won by resignation,e4 e6 f4 Nc6 Nf3 d5 d3 h6 e5 Nge7 d4 a6 Be2 Ng6 g3 f5 Be3 b6 c3 Bb7 h4 Nge7 Nbd2 g6 Kf2 Bg7 h5 Qd7 hxg6 Nxg6 Nh4 Nxh4 Rxh4 O-O-O a4 Bf8 b4 Be7 Rh5 Kb8 Qf1 Na7 Bxa6 b5 Bxb7 Kxb7 axb5 Nxb5 Ra5 Na7 Qa6+
2025.09.27,16:52:47,RhysLWells,bangdhit12,914,875,1-0,300,C50,,RhysLWells won by resignation,e4 e5 Nf3 Nc6 Bc4 Qf6 h3 Bc5 Qe2 Nge7 Nc3 Bd4 Nxd4 Nxd4 Qd3 O-O f3 c6 Ne2 Nxe2 Qxe2 d5 Bd3 d4 b3 b5 Ba3 a6 c4 dxc3 dxc3 Be6 O-O Rfd8 Rad1 Qg6 Bxe7 Re8 Bc5 Bxh3 Rf2 Re6 g4 Qh6 Rh2 Rg6 Be3 Qh4 Bf2 Rxg4+ fxg4 Bxg4 Rxh4 Bxe2 Bxe2 Re8 Bg3 f6 c4 g5 Rh5 b4 c5 a5 Bc4+ Kg7 Rd7+ Kg6 Rh2 h5 Bf7+ Kh6 Bxe8
2025.09.27,16:43:19,Babu1964,RhysLWells,943,907,1-0,300,C02,,Babu1964 won on time,d4 e6 e4 d5 e5 Nc6 c3 Nge7 Bb5 a6 Bxc6+ Nxc6 Nf3 Be7 g3 h6 b4 a5 b5 Na7 a4 c6 Qe2 cxb5 axb5 Bd7 Rxa5 Bxb5 Rxb5 Nxb5 Qxb5+ Qd7 Qxd7+ Kxd7 O-O Ra7 Na3 Rha8 Nb5 Ra5 Nd6 Bxd6 exd6 Kxd6 Bf4+ Ke7 Bc7 Ra1 Rxa1 Rxa1+ Kg2 b5 Ne5 Rc1 Ba5 f6 Nc6+ Kd7 Na7 e5 dxe5 fxe5 Nxb5 Ke6 f3 g5 h4 gxh4 gxh4 Rc2+ Kg3 Ra2 Bb4 Rb2 Nc7+ Kf5 Nxd5 e4 Ne3+ Ke5 f4+ Kf6 h5 Re2 Ng4+ Kf5 Nxh6+ Ke6 f5+ Ke5 Kg4 e3 Nf7+ Kf6 Ng5 Rf2 Ne4+ Ke5 Ng3 e2 c4 e1=Q Bxe1 Rg2 c5 Kd5 Bb4 Kc4 Ba3 Kd4 Kf3 Ra2 Bb4 Ra4 Ne2+ Ke5 Bd2 Kxf5 Be3 Ra6 Ng3+ Kf6 Kf4 Ra4+ Ne4+ Ke6 h6 Kf7 Kf5 Kg8 Nf6+ Kh8 c6
2025.09.27,14:10:21,SakhBoy78,RhysLWells,930,914,1-0,300,A50,,SakhBoy78 won on time,Nf3 e6 c4 Nc6 d4 Nf6 Bg5 Be7 Nc3 h6 Bh4 g5 Bg3 d5 Nb5 Bd7 Nxc7+ Kf8 Nxa8 Qxa8 e3 Ne4 Be5 Nxe5 dxe5 Nc5 Be2 Ne4 cxd5 Bb4+ Kf1 exd5 Qxd5 Bc6 Qd4 a5 e6 Rh7 Ne5 fxe6 Nxc6 Nd2+ Kg1 bxc6 Qf6+ Kg8 Qxe6+ Kh8 Bd3 Rg7 Qxh6+ Kg8 a3 Be7 Rd1 Nb3 Qe6+ Kh8 Qxb3 a4 Qe6 c5 Bc4 Qb7 Rd7 Qc8 Qh6+ Rh7 Qxg5 Bxg5 f4 Qxd7 Be2 Qd2 Kf2 Bxf4 g3 Rf7 Kg2 Bxe3 Kh3 Bh6 Rf1 Qg5 Rxf7
2025.09.27,13:13:42,bandz2212,RhysLWells,926,922,0-1,300,A00,,RhysLWells won on time,d3 e5 e3 d5 h3 Nc6 a3 Be6 Be2 Bd6 b4 Qd7 Nf3 f6 Bb2 Nge7 Nc3 O-O-O Nb5 a6 Nxd6+ Qxd6 d4 e4 Nh2 g5 Ng4 Nxb4 Nxf6 Nbc6 Bg4 Bxg4 Nxg4 Rhf8 O-O h5 Ne5 Nxe5 dxe5 Qe6 Qxh5 Rg8 Qg4 Nf5 Rad1 c6 c4 Rdf8 cxd5 cxd5 Rc1+ Kb8 a4 Qb6 Ba3 Rf7 Bd6+ Ka8 f4 exf3 Rxf3 Nxd6 exd6 Rxf3 Qxf3 Qxd6 Rf1 Rc8 Kh1 d4 exd4 Qxd4 Qg4 Qc5 Qf3 Qc4 Qg4 Qxf1+ Kh2 Rc5 Qh5 Rc2 Qe8+ Ka7
2025.09.27,11:48:33,RhysLWells,MusulSal1,913,909,0-1,300,C53,,MusulSal1 won on time,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 h3 Bd7 Nbd2 Qe7 Nb3 O-O-O Qe2 Kb8 Be3 Bxe3 Qxe3 b6 O-O Be6 Ba6 Bxb3 axb3 Qe6 Ng5 Qe7 Nf3 h6 d4 exd4 cxd4 d5 e5 Ne4 Bb5 Nb4 Rfc1 f6 exf6 Qxf6 Bd3 Nxd3 Qxd3 a5 b4 axb4 Qa6 c6 Qa8+ Kc7 Qa7+ Kd6 Qxb6 Rb8 Qxc6+ Ke7 Qc7+ Ke6 Rc6+ Kf5 Rxf6+ Nxf6 Qe5+ Kg6 Nh4+ Kf7 Ra7+ Kg8 Qxb8+ Kh7 Rxg7+ Kxg7 Nf5+ Kh7 Qc7+ Kg6 Qg7+ Kxf5 Qxh8 Ne4 Qe5+ Kg6 Qxd5 Nd2 Qd6+ Kf5 Qxb4 Ne4 Qe1 Nd6 d5 Kf6 b4 Kf7 b5 Nxb5 Qb4 Nc7 Qb6 Nxd5 Qb7+ Ke6 f3 Ke5 f4+ Ke4 f5 Ke5 f6 Nxf6 Qb5+ Ke6 Qh5 Ke7
2025.09.27,11:42:24,dRishiChess,RhysLWells,923,922,0-1,300,D02,,RhysLWells won by resignation,Nf3 e6 d4 d5 Bf4 Nf6 h3 a6 b3 Nc6 c4 Bd6 Bxd6 Qxd6 e3 O-O Be2 h6 O-O Bd7 Nbd2 e5 dxe5 Nxe5 Nxe5 Qxe5 Qc2 Bf5 Bd3 Ne4 Nxe4 dxe4 Be2 Rad8 g4 Be6 Rfe1 Rd7 f4 exf3 Bxf3 Qg3+ Bg2 Re8 Re2 Rde7 Rae1 Bd7 Qc1 Bc6 Kf1 Bxg2+ Rxg2 Qf3+ Rf2 Qh1+ Ke2 Rxe3+ Qxe3 Rxe3+ Kxe3 Qxe1+ Re2 Qg3+ Kd4 Qxh3 Re8+ Kh7 a4 Qxg4+ Kd5 Qd7+ Ke4 Qxe8+
2025.09.27,11:33:49,RhysLWells,bpav7,914,830,1-0,300,B00,,RhysLWells won on time,e4 Nc6 Nf3 Nf6 c3 Nxe4 d4 d5 Nbd2 h6 Nxe4 dxe4 Nd2 Bf5 h3 e6 g4 Bg6 Bg2 e3 Nf1 exf2+ Kxf2 Qf6+ Bf3 Be4 Nh2 e5 Be3 exd4 Bxd4 a6 Bxf6 Bxf3 Re1+ Ne7 Qxf3 gxf6 Qxf6 Kd7 Qxh8 Nd5 Rad1 Kc6 Rxd5 Kxd5 Qe5+ Kc6 Qe4+ Kb6 Qd4+ c5 Qc4 Kc7 Re3 b6 Rf3 f6 Qf4+ Bd6 Qxf6 Bxh2 Qf7+ Kc6 Rf6+ Kb5 Qd7+ Ka5 b3
2025.09.26,17:07:38,RhysLWells,abrakor,908,927,0-1,300,C45,,abrakor won by checkmate,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6 Nd2 d6 c3 Nf6 f3 O-O Nb3 Bb6 Bd3 h6 Bd2 Re8 Qc1 d5 Bxh6 dxe4 Bxg7 Kxg7 Qg5+ Kf8 Qh6+ Ke7 Bxe4 Nxe4 Qh4+ Nf6 Rd1 Kf8+ Kf1 Qxd1+ Qe1 Qxe1#
2025.09.26,16:59:57,Olarenwaju1,RhysLWells,937,916,1-0,300,A00,,Olarenwaju1 won on time,h3 e6 a3 d5 d3 Nc6 g4 Nf6 c3 h6 e3 Bd6 Be2 e5 Nd2 Be6 Nf1 Qd7 Ng3 g6 Nf3 a6 Nh2 e4 d4 Bxg3 fxg3 h5 g5 Ng8 h4 f6 Qc2 fxg5 hxg5 Qe7 Bd2 Qxg5 O-O-O Bg4 Bxg4 hxg4 Rdg1 O-O-O Qd1 Nf6 Rf1 Rdf8 Rfg1 Ne7 Nf1 Rxh1 Rxh1 Nf5 Qb3 Nh5 Qb4 Rd8 c4 Nhxg3 Nxg3 Nxg3 Rg1 Ne2+ Kc2 Nxg1 c5 Kb8 c6 b6 a4 a5 Qb5 Ka7 b4 Ra8 bxa5 Kb8 axb6 cxb6 Qxb6+ Kc8 Qb7+ Kd8 Qxa8+ Ke7 Qb7+ Ke6 c7 Qe7 c8=Q+ Kf6 Qcc6+ Qe6 Qxe6+ Kxe6 Qc6+ Kf5 Qxd5+ Kf6 Qe5+ Kf7 Qf4+ Kg7 Qxe4 g3 Qe5+ Kh7 Qxg3 Ne2 Qh2+ Kg7 Qxe2 g5 Qh5 g4 Qxg4+
2025.09.25,18:55:16,RhysLWells,bdgrish,924,929,0-1,300,C41,,bdgrish won by checkmate,e4 e5 Nf3 d6 Nc3 Bg4 Be2 c6 h3 Bh5 g4 Bg6 Nh4 Nd7 Nxg6 fxg6 d3 Ndf6 Bg5 Be7 Qd2 Qd7 O-O-O O-O-O Be3 Kb8 d4 exd4 Bxd4 c5 Be3 h6 Bf3 g5 a3 Bf8 Be2 Ne7 Bb5 Qc7 Qe2 Nc6 Bxc6 Qxc6 Nb5 Nxe4 f3 a6 fxe4 axb5 e5 Be7 exd6 Rxd6 Rxd6 Bxd6 Rd1 Re8 Qd2 Bf4 Bxf4+ gxf4 Qxf4+ Ka7 g5 hxg5 Qxg5 g6 h4 Re2 Rd8 Qh1+ Rd1 Re1 Rxe1 Qxe1#
2025.09.25,12:19:08,I_Love_Cruises,RhysLWells,955,932,1-0,300,C00,,I_Love_Cruises won on time,e4 e6 Bc4 Nc6 d4 d5 exd5 exd5 Bb5 a6 Bxc6+ bxc6 Qf3 Nf6 Ne2 Bd6 O-O c5 dxc5 Bxc5 Re1 O-O Be3 Bd6 Nec3 Be6 Nd2 c6 b4 Bxb4 Bd4 c5 Be5 d4 Nce4 Bd5 Red1 Bxd2 Bxf6 gxf6 Nxf6+ Kh8 Qxd5 Qxd5 Nxd5 Bh6 h3 Rfd8 Nf6 Rac8 Rab1 Rd6 Ne4 Re6 f3 c4 Rb7 f5 Ng3 f4 Nf5 Bg7 Nxd4 Bxd4+ Rxd4 Rf6 Rdd7 c3 Rxh7+ Kg8 Rhg7+ Kh8 Kf2 Rh6 Rgc7 Rc6 Rxc8+ Rxc8 g3 fxg3+ Kxg3 Rg8+ Kh2 Rc8 Kg3 Rc6 Kf4 Rh6 Kg4 Rg6+ Kh5 Rf6 Kg4 a5 f4 Rd6 Kg5 Rd2 Kg6 Rd6+ Kg5 Rd5+ f5 Rd6 f6 Rd5+ Kg6 Rd1 Rb8+
2025.09.25,09:57:53,RhysLWells,ghostpanda44,940,946,0-1,300,C41,,ghostpanda44 won - game abandoned,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 Nc3 c6 g4 Bg6 d3 h6 Be3 Nf6 Qd2 d5 exd5 cxd5 Nxd5 Nxd5 Bxd5 Qxd5
2025.09.24,17:46:59,kakashil,RhysLWells,949,948,1/2-1/2,300,D00,,Game drawn by stalemate,d4 e6 e3 d5 Nc3 Nc6 Nf3 a6 Be2 Bd6 O-O Nf6 a3 Ne4 Bd2 Nxd2 Qxd2 O-O b4 b5 Nd1 Re8 c3 e5 dxe5 Nxe5 Nxe5 Bxe5 Qd3 g6 f4 Bf5 Qd2 Bf6 Nf2 Qd6 Nd3 Qc6 Ne5 Bxe5 fxe5 Rxe5 Bf3 Rd8 Rae1 Be4 h3 Bxf3 Rxf3 Rg5 e4 Re5 exd5 Rxe1+ Qxe1 Qxd5 Qe7 Rd7 Qe8+ Kg7 c4 Qd4+ Kh2 Qd6+ Kh1 Qd2 Qe5+ Kh6 Qf4+ Qxf4 Rxf4 bxc4 Rxc4 Rd3 Rh4+ Kg5 Rxh7 Rxa3 Kh2 Ra4 Rxf7 Rxb4 Rxc7 Rb5 Rc6 a5 h4+ Kh5 g3 a4 Kh3 Rb4 Ra6 g5 Ra5 Rg4 Rxg5+ Rxg5 hxg5 Kxg5 g4 a3 Kg3 a2 Kf3 a1=Q Ke4 Qe1+ Kd5 Qg1 Ke6 Qxg4+ Kd5 Qf4 Ke6 Qf5+ Kd6 Kf6 Kc6 Qe4+ Kc7 Ke5 Kd7 Qd5+ Ke7 Qe6+ Kf8 Kf6
2025.09.24,17:44:56,RhysLWells,ZachKorzonek,948,920,1-0,300,C41,,RhysLWells won by resignation,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bxf3 Qxf3 Nf6 Nc3 c6 d3 b5 Bb3 b4 Ne2 Be7 c3 O-O O-O bxc3 Nxc3 c5 Nd5 Nxd5 Bxd5 Nd7 Bxa8 Qxa8 Bd2
